a_pred,a_true,dataset,task,idx,vid
A,A,TVBench/Action Antonym,video/QA,296,action_antonym/S031C002P100R001A089_rgb.avi
B,A,TVBench/Action Antonym,video/QA,297,action_antonym/S032C003P103R001A089_rgb.avi
A,B,TVBench/Action Antonym,video/QA,298,action_antonym/S019C001P049R001A089_rgb.avi
A,A,TVBench/Action Antonym,video/QA,299,action_antonym/S026C003P044R001A089_rgb.avi
B,B,TVBench/Action Antonym,video/QA,300,action_antonym/S010C002P015R001A015_rgb.avi
A,A,TVBench/Action Antonym,video/QA,301,action_antonym/S010C001P015R001A015_rgb.avi
A,A,TVBench/Action Antonym,video/QA,302,action_antonym/S010C003P015R001A015_rgb.avi
A,B,TVBench/Action Antonym,video/QA,303,action_antonym/S010C003P015R002A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,304,action_antonym/S010C001P015R002A015_rgb.avi
A,B,TVBench/Action Antonym,video/QA,305,action_antonym/S010C002P015R002A015_rgb.avi
B,A,TVBench/Action Antonym,video/QA,306,action_antonym/S010C002P019R001A015_rgb.avi
A,B,TVBench/Action Antonym,video/QA,307,action_antonym/S010C003P019R001A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,308,action_antonym/S010C001P019R001A015_rgb.avi
A,A,TVBench/Action Antonym,video/QA,309,action_antonym/S013C001P025R001A015_rgb.avi
A,A,TVBench/Action Antonym,video/QA,310,action_antonym/S013C002P025R001A015_rgb.avi
B,A,TVBench/Action Antonym,video/QA,311,action_antonym/S013C003P025R001A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,312,action_antonym/S001C001P003R002A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,313,action_antonym/S001C003P003R002A015_rgb.avi
B,A,TVBench/Action Antonym,video/QA,314,action_antonym/S011C001P025R001A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,315,action_antonym/S001C002P003R002A015_rgb.avi
B,A,TVBench/Action Antonym,video/QA,316,action_antonym/S011C002P025R001A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,317,action_antonym/S011C003P025R001A015_rgb.avi
B,B,TVBench/Action Antonym,video/QA,318,action_antonym/S008C001P019R001A015_rgb.avi
A,A,TVBench/Action Antonym,video/QA,319,action_antonym/S008C002P019R001A015_rgb.avi
A,D,TVBench/Action Count,video/QA,320,action_count/video_8686.mp4
A,A,TVBench/Action Count,video/QA,321,action_count/video_10205.mp4
A,C,TVBench/Action Count,video/QA,322,action_count/video_10879.mp4
B,C,TVBench/Action Count,video/QA,323,action_count/video_2126.mp4
C,C,TVBench/Action Count,video/QA,324,action_count/video_10392.mp4
A,C,TVBench/Action Count,video/QA,325,action_count/video_554.mp4
B,B,TVBench/Action Count,video/QA,326,action_count/video_7084.mp4
B,B,TVBench/Action Count,video/QA,327,action_count/video_2876.mp4
A,A,TVBench/Action Count,video/QA,328,action_count/video_857.mp4
A,C,TVBench/Action Count,video/QA,329,action_count/video_5934.mp4
A,D,TVBench/Action Count,video/QA,330,action_count/video_5996.mp4
A,A,TVBench/Action Count,video/QA,331,action_count/video_4518.mp4
A,C,TVBench/Action Count,video/QA,332,action_count/video_7425.mp4
A,D,TVBench/Action Count,video/QA,333,action_count/video_3178.mp4
A,A,TVBench/Action Count,video/QA,334,action_count/video_322.mp4
A,B,TVBench/Action Count,video/QA,335,action_count/video_2912.mp4
A,C,TVBench/Action Count,video/QA,336,action_count/video_8473.mp4
B,B,TVBench/Action Count,video/QA,337,action_count/video_1235.mp4
A,B,TVBench/Action Count,video/QA,338,action_count/video_6735.mp4
A,A,TVBench/Action Count,video/QA,339,action_count/video_318.mp4
A,C,TVBench/Action Count,video/QA,340,action_count/video_3908.mp4
B,D,TVBench/Action Count,video/QA,341,action_count/video_9958.mp4
A,B,TVBench/Action Count,video/QA,342,action_count/video_8913.mp4
A,C,TVBench/Action Count,video/QA,343,action_count/video_3441.mp4
A,C,TVBench/Action Count,video/QA,344,action_count/video_5911.mp4
B,D,TVBench/Action Count,video/QA,345,action_count/video_5464.mp4
A,D,TVBench/Action Count,video/QA,346,action_count/video_5078.mp4
A,D,TVBench/Action Count,video/QA,347,action_count/video_6712.mp4
A,B,TVBench/Action Count,video/QA,348,action_count/video_5475.mp4
A,A,TVBench/Action Count,video/QA,349,action_count/video_10676.mp4
B,A,TVBench/Action Count,video/QA,350,action_count/video_10552.mp4
D,B,TVBench/Action Count,video/QA,351,action_count/video_5143.mp4
A,A,TVBench/Action Count,video/QA,352,action_count/video_9056.mp4
A,C,TVBench/Action Count,video/QA,353,action_count/video_892.mp4
A,B,TVBench/Action Count,video/QA,354,action_count/video_6237.mp4
B,B,TVBench/Action Count,video/QA,355,action_count/video_8261.mp4
A,A,TVBench/Action Count,video/QA,356,action_count/video_6293.mp4
A,C,TVBench/Action Count,video/QA,357,action_count/video_1070.mp4
A,D,TVBench/Action Count,video/QA,358,action_count/video_1794.mp4
A,A,TVBench/Action Count,video/QA,359,action_count/video_2661.mp4
A,A,TVBench/Action Count,video/QA,360,action_count/video_3753.mp4
A,A,TVBench/Action Count,video/QA,361,action_count/video_4134.mp4
A,D,TVBench/Action Count,video/QA,362,action_count/video_4714.mp4
A,D,TVBench/Action Count,video/QA,363,action_count/video_10851.mp4
B,B,TVBench/Action Count,video/QA,364,action_count/video_3992.mp4
A,C,TVBench/Action Count,video/QA,365,action_count/video_6298.mp4
A,C,TVBench/Action Count,video/QA,366,action_count/video_10875.mp4
A,D,TVBench/Action Count,video/QA,367,action_count/video_5432.mp4
A,A,TVBench/Action Count,video/QA,368,action_count/video_676.mp4
A,C,TVBench/Action Count,video/QA,369,action_count/video_8418.mp4
B,D,TVBench/Action Count,video/QA,370,action_count/video_9989.mp4
A,D,TVBench/Action Count,video/QA,371,action_count/video_6719.mp4
A,A,TVBench/Action Count,video/QA,372,action_count/video_6754.mp4
B,B,TVBench/Action Count,video/QA,373,action_count/video_8083.mp4
A,C,TVBench/Action Count,video/QA,374,action_count/video_3531.mp4
B,B,TVBench/Action Count,video/QA,375,action_count/video_10139.mp4
A,D,TVBench/Action Count,video/QA,376,action_count/video_9254.mp4
B,B,TVBench/Action Count,video/QA,377,action_count/video_8910.mp4
A,C,TVBench/Action Count,video/QA,378,action_count/video_6441.mp4
A,B,TVBench/Action Count,video/QA,379,action_count/video_5542.mp4
B,D,TVBench/Action Count,video/QA,380,action_count/video_4793.mp4
A,A,TVBench/Action Count,video/QA,381,action_count/video_5852.mp4
A,A,TVBench/Action Count,video/QA,382,action_count/video_1745.mp4
A,D,TVBench/Action Count,video/QA,383,action_count/video_4223.mp4
B,D,TVBench/Action Count,video/QA,384,action_count/video_2705.mp4
B,D,TVBench/Action Count,video/QA,385,action_count/video_10205.mp4
B,D,TVBench/Action Count,video/QA,386,action_count/video_6441.mp4
A,D,TVBench/Action Count,video/QA,387,action_count/video_9673.mp4
A,C,TVBench/Action Count,video/QA,388,action_count/video_6298.mp4
A,D,TVBench/Action Count,video/QA,389,action_count/video_1890.mp4
A,B,TVBench/Action Count,video/QA,390,action_count/video_5045.mp4
A,D,TVBench/Action Count,video/QA,391,action_count/video_3668.mp4
A,A,TVBench/Action Count,video/QA,392,action_count/video_2166.mp4
A,B,TVBench/Action Count,video/QA,393,action_count/video_11414.mp4
B,B,TVBench/Action Count,video/QA,394,action_count/video_10677.mp4
A,C,TVBench/Action Count,video/QA,395,action_count/video_10471.mp4
A,C,TVBench/Action Count,video/QA,396,action_count/video_6606.mp4
A,D,TVBench/Action Count,video/QA,397,action_count/video_9989.mp4
A,B,TVBench/Action Count,video/QA,398,action_count/video_11162.mp4
A,D,TVBench/Action Count,video/QA,399,action_count/video_10024.mp4
A,C,TVBench/Action Count,video/QA,400,action_count/video_957.mp4
A,D,TVBench/Action Count,video/QA,401,action_count/video_114.mp4
A,C,TVBench/Action Count,video/QA,402,action_count/video_487.mp4
A,B,TVBench/Action Count,video/QA,403,action_count/video_5584.mp4
A,A,TVBench/Action Count,video/QA,404,action_count/video_2915.mp4
A,B,TVBench/Action Count,video/QA,405,action_count/video_965.mp4
A,A,TVBench/Action Count,video/QA,406,action_count/video_11582.mp4
A,B,TVBench/Action Count,video/QA,407,action_count/video_3998.mp4
A,B,TVBench/Action Count,video/QA,408,action_count/video_1301.mp4
A,A,TVBench/Action Count,video/QA,409,action_count/video_6539.mp4
A,D,TVBench/Action Count,video/QA,410,action_count/video_2583.mp4
A,C,TVBench/Action Count,video/QA,411,action_count/video_4611.mp4
A,C,TVBench/Action Count,video/QA,412,action_count/video_5852.mp4
A,B,TVBench/Action Count,video/QA,413,action_count/video_3998.mp4
A,A,TVBench/Action Count,video/QA,414,action_count/video_2894.mp4
B,B,TVBench/Action Count,video/QA,415,action_count/video_9818.mp4
A,C,TVBench/Action Count,video/QA,416,action_count/video_9838.mp4
A,B,TVBench/Action Count,video/QA,417,action_count/video_10521.mp4
A,D,TVBench/Action Count,video/QA,418,action_count/video_1072.mp4
B,D,TVBench/Action Count,video/QA,419,action_count/video_10723.mp4
A,D,TVBench/Action Count,video/QA,420,action_count/video_8390.mp4
A,C,TVBench/Action Count,video/QA,421,action_count/video_865.mp4
A,C,TVBench/Action Count,video/QA,422,action_count/video_2840.mp4
A,D,TVBench/Action Count,video/QA,423,action_count/video_10440.mp4
A,D,TVBench/Action Count,video/QA,424,action_count/video_9420.mp4
A,D,TVBench/Action Count,video/QA,425,action_count/video_5626.mp4
A,A,TVBench/Action Count,video/QA,426,action_count/video_2463.mp4
A,B,TVBench/Action Count,video/QA,427,action_count/video_4227.mp4
A,D,TVBench/Action Count,video/QA,428,action_count/video_1219.mp4
A,C,TVBench/Action Count,video/QA,429,action_count/video_2468.mp4
A,D,TVBench/Action Count,video/QA,430,action_count/video_4853.mp4
A,B,TVBench/Action Count,video/QA,431,action_count/video_9050.mp4
B,D,TVBench/Action Count,video/QA,432,action_count/video_9945.mp4
A,A,TVBench/Action Count,video/QA,433,action_count/video_1004.mp4
A,C,TVBench/Action Count,video/QA,434,action_count/video_5058.mp4
A,A,TVBench/Action Count,video/QA,435,action_count/video_6400.mp4
B,C,TVBench/Action Count,video/QA,436,action_count/video_3982.mp4
A,A,TVBench/Action Count,video/QA,437,action_count/video_7189.mp4
A,A,TVBench/Action Count,video/QA,438,action_count/video_3048.mp4
B,A,TVBench/Action Count,video/QA,439,action_count/video_6416.mp4
B,D,TVBench/Action Count,video/QA,440,action_count/video_5773.mp4
A,B,TVBench/Action Count,video/QA,441,action_count/video_6824.mp4
B,B,TVBench/Action Count,video/QA,442,action_count/video_6697.mp4
A,C,TVBench/Action Count,video/QA,443,action_count/video_5409.mp4
B,B,TVBench/Action Count,video/QA,444,action_count/video_11153.mp4
A,D,TVBench/Action Count,video/QA,445,action_count/video_9673.mp4
A,C,TVBench/Action Count,video/QA,446,action_count/video_11395.mp4
A,A,TVBench/Action Count,video/QA,447,action_count/video_1212.mp4
A,A,TVBench/Action Count,video/QA,448,action_count/video_345.mp4
A,D,TVBench/Action Count,video/QA,449,action_count/video_5181.mp4
A,B,TVBench/Action Count,video/QA,450,action_count/video_6745.mp4
A,C,TVBench/Action Count,video/QA,451,action_count/video_2320.mp4
A,A,TVBench/Action Count,video/QA,452,action_count/video_8471.mp4
A,A,TVBench/Action Count,video/QA,453,action_count/video_7282.mp4
A,A,TVBench/Action Count,video/QA,454,action_count/video_9082.mp4
A,C,TVBench/Action Count,video/QA,455,action_count/video_8794.mp4
A,B,TVBench/Action Count,video/QA,456,action_count/video_7937.mp4
A,D,TVBench/Action Count,video/QA,457,action_count/video_9006.mp4
A,D,TVBench/Action Count,video/QA,458,action_count/video_2586.mp4
A,A,TVBench/Action Count,video/QA,459,action_count/video_10914.mp4
B,A,TVBench/Action Count,video/QA,460,action_count/video_1219.mp4
A,A,TVBench/Action Count,video/QA,461,action_count/video_2468.mp4
A,C,TVBench/Action Count,video/QA,462,action_count/video_2889.mp4
A,B,TVBench/Action Count,video/QA,463,action_count/video_10354.mp4
A,D,TVBench/Action Count,video/QA,464,action_count/video_6227.mp4
A,D,TVBench/Action Count,video/QA,465,action_count/video_7895.mp4
A,D,TVBench/Action Count,video/QA,466,action_count/video_1133.mp4
A,D,TVBench/Action Count,video/QA,467,action_count/video_5320.mp4
B,B,TVBench/Action Count,video/QA,468,action_count/video_6320.mp4
A,C,TVBench/Action Count,video/QA,469,action_count/video_3017.mp4
B,D,TVBench/Action Count,video/QA,470,action_count/video_8113.mp4
A,B,TVBench/Action Count,video/QA,471,action_count/video_3848.mp4
A,A,TVBench/Action Count,video/QA,472,action_count/video_11498.mp4
A,C,TVBench/Action Count,video/QA,473,action_count/video_10736.mp4
B,C,TVBench/Action Count,video/QA,474,action_count/video_7917.mp4
B,D,TVBench/Action Count,video/QA,475,action_count/video_8880.mp4
A,C,TVBench/Action Count,video/QA,476,action_count/video_4863.mp4
A,B,TVBench/Action Count,video/QA,477,action_count/video_9500.mp4
A,A,TVBench/Action Count,video/QA,478,action_count/video_449.mp4
A,D,TVBench/Action Count,video/QA,479,action_count/video_6742.mp4
A,A,TVBench/Action Count,video/QA,480,action_count/video_6018.mp4
B,D,TVBench/Action Count,video/QA,481,action_count/video_1270.mp4
A,A,TVBench/Action Count,video/QA,482,action_count/video_4822.mp4
A,D,TVBench/Action Count,video/QA,483,action_count/video_2111.mp4
A,B,TVBench/Action Count,video/QA,484,action_count/video_145.mp4
A,D,TVBench/Action Count,video/QA,485,action_count/video_7810.mp4
A,A,TVBench/Action Count,video/QA,486,action_count/video_4727.mp4
A,D,TVBench/Action Count,video/QA,487,action_count/video_1153.mp4
A,D,TVBench/Action Count,video/QA,488,action_count/video_8711.mp4
A,C,TVBench/Action Count,video/QA,489,action_count/video_5367.mp4
A,D,TVBench/Action Count,video/QA,490,action_count/video_322.mp4
B,B,TVBench/Action Count,video/QA,491,action_count/video_8169.mp4
A,D,TVBench/Action Count,video/QA,492,action_count/video_9419.mp4
A,A,TVBench/Action Count,video/QA,493,action_count/video_5004.mp4
B,C,TVBench/Action Count,video/QA,494,action_count/video_3294.mp4
B,B,TVBench/Action Count,video/QA,495,action_count/video_2835.mp4
A,A,TVBench/Action Count,video/QA,496,action_count/video_1763.mp4
A,B,TVBench/Action Count,video/QA,497,action_count/video_11586.mp4
A,A,TVBench/Action Count,video/QA,498,action_count/video_10438.mp4
B,A,TVBench/Action Count,video/QA,499,action_count/video_4231.mp4
A,B,TVBench/Action Count,video/QA,500,action_count/video_6143.mp4
B,D,TVBench/Action Count,video/QA,501,action_count/video_9804.mp4
A,D,TVBench/Action Count,video/QA,502,action_count/video_10106.mp4
A,A,TVBench/Action Count,video/QA,503,action_count/video_1687.mp4
A,C,TVBench/Action Count,video/QA,504,action_count/video_5852.mp4
A,A,TVBench/Action Count,video/QA,505,action_count/video_10500.mp4
A,A,TVBench/Action Count,video/QA,506,action_count/video_6613.mp4
B,A,TVBench/Action Count,video/QA,507,action_count/video_11165.mp4
A,B,TVBench/Action Count,video/QA,508,action_count/video_36.mp4
A,A,TVBench/Action Count,video/QA,509,action_count/video_1576.mp4
A,A,TVBench/Action Count,video/QA,510,action_count/video_4568.mp4
A,B,TVBench/Action Count,video/QA,511,action_count/video_4739.mp4
A,D,TVBench/Action Count,video/QA,512,action_count/video_11395.mp4
A,B,TVBench/Action Count,video/QA,513,action_count/video_10849.mp4
A,B,TVBench/Action Count,video/QA,514,action_count/video_8722.mp4
A,B,TVBench/Action Count,video/QA,515,action_count/video_9363.mp4
A,C,TVBench/Action Count,video/QA,516,action_count/video_11549.mp4
B,D,TVBench/Action Count,video/QA,517,action_count/video_10377.mp4
A,C,TVBench/Action Count,video/QA,518,action_count/video_3908.mp4
A,B,TVBench/Action Count,video/QA,519,action_count/video_738.mp4
A,A,TVBench/Action Count,video/QA,520,action_count/video_9804.mp4
A,C,TVBench/Action Count,video/QA,521,action_count/video_4768.mp4
A,C,TVBench/Action Count,video/QA,522,action_count/video_1070.mp4
A,D,TVBench/Action Count,video/QA,523,action_count/video_6719.mp4
A,A,TVBench/Action Count,video/QA,524,action_count/video_1218.mp4
A,C,TVBench/Action Count,video/QA,525,action_count/video_6237.mp4
A,B,TVBench/Action Count,video/QA,526,action_count/video_4611.mp4
A,C,TVBench/Action Count,video/QA,527,action_count/video_6377.mp4
A,C,TVBench/Action Count,video/QA,528,action_count/video_7102.mp4
A,C,TVBench/Action Count,video/QA,529,action_count/video_1301.mp4
A,D,TVBench/Action Count,video/QA,530,action_count/video_10341.mp4
B,A,TVBench/Action Count,video/QA,531,action_count/video_1295.mp4
A,A,TVBench/Action Count,video/QA,532,action_count/video_5153.mp4
A,D,TVBench/Action Count,video/QA,533,action_count/video_5432.mp4
A,B,TVBench/Action Count,video/QA,534,action_count/video_6507.mp4
A,A,TVBench/Action Count,video/QA,535,action_count/video_8501.mp4
A,B,TVBench/Action Count,video/QA,536,action_count/video_7958.mp4
A,D,TVBench/Action Count,video/QA,537,action_count/video_329.mp4
B,D,TVBench/Action Count,video/QA,538,action_count/video_11459.mp4
A,D,TVBench/Action Count,video/QA,539,action_count/video_6558.mp4
A,B,TVBench/Action Count,video/QA,540,action_count/video_2723.mp4
A,C,TVBench/Action Count,video/QA,541,action_count/video_9518.mp4
B,C,TVBench/Action Count,video/QA,542,action_count/video_7639.mp4
A,C,TVBench/Action Count,video/QA,543,action_count/video_7765.mp4
B,A,TVBench/Action Count,video/QA,544,action_count/video_3880.mp4
A,A,TVBench/Action Count,video/QA,545,action_count/video_10478.mp4
A,C,TVBench/Action Count,video/QA,546,action_count/video_7622.mp4
A,A,TVBench/Action Count,video/QA,547,action_count/video_9700.mp4
A,C,TVBench/Action Count,video/QA,548,action_count/video_1041.mp4
A,C,TVBench/Action Count,video/QA,549,action_count/video_9471.mp4
A,C,TVBench/Action Count,video/QA,550,action_count/video_3045.mp4
A,B,TVBench/Action Count,video/QA,551,action_count/video_1419.mp4
A,C,TVBench/Action Count,video/QA,552,action_count/video_1981.mp4
A,C,TVBench/Action Count,video/QA,553,action_count/video_7622.mp4
A,C,TVBench/Action Count,video/QA,554,action_count/video_8473.mp4
A,C,TVBench/Action Count,video/QA,555,action_count/video_10293.mp4
A,A,TVBench/Action Count,video/QA,556,action_count/video_2687.mp4
A,D,TVBench/Action Count,video/QA,557,action_count/video_3757.mp4
A,A,TVBench/Action Count,video/QA,558,action_count/video_1981.mp4
A,D,TVBench/Action Count,video/QA,559,action_count/video_8879.mp4
A,B,TVBench/Action Count,video/QA,560,action_count/video_3908.mp4
A,A,TVBench/Action Count,video/QA,561,action_count/video_99.mp4
A,C,TVBench/Action Count,video/QA,562,action_count/video_421.mp4
A,A,TVBench/Action Count,video/QA,563,action_count/video_11152.mp4
A,C,TVBench/Action Count,video/QA,564,action_count/video_6432.mp4
A,B,TVBench/Action Count,video/QA,565,action_count/video_4995.mp4
A,D,TVBench/Action Count,video/QA,566,action_count/video_1890.mp4
A,D,TVBench/Action Count,video/QA,567,action_count/video_530.mp4
A,B,TVBench/Action Count,video/QA,568,action_count/video_10374.mp4
D,B,TVBench/Action Count,video/QA,569,action_count/video_9180.mp4
B,C,TVBench/Action Count,video/QA,570,action_count/video_9369.mp4
A,A,TVBench/Action Count,video/QA,571,action_count/video_676.mp4
A,D,TVBench/Action Count,video/QA,572,action_count/video_3782.mp4
A,B,TVBench/Action Count,video/QA,573,action_count/video_8000.mp4
A,B,TVBench/Action Count,video/QA,574,action_count/video_8310.mp4
A,C,TVBench/Action Count,video/QA,575,action_count/video_8872.mp4
A,C,TVBench/Action Count,video/QA,576,action_count/video_5036.mp4
A,A,TVBench/Action Count,video/QA,577,action_count/video_4443.mp4
A,A,TVBench/Action Count,video/QA,578,action_count/video_5103.mp4
A,A,TVBench/Action Count,video/QA,579,action_count/video_7409.mp4
A,C,TVBench/Action Count,video/QA,580,action_count/video_11164.mp4
A,C,TVBench/Action Count,video/QA,581,action_count/video_308.mp4
A,D,TVBench/Action Count,video/QA,582,action_count/video_6432.mp4
B,D,TVBench/Action Count,video/QA,583,action_count/video_11383.mp4
A,A,TVBench/Action Count,video/QA,584,action_count/video_7224.mp4
A,A,TVBench/Action Count,video/QA,585,action_count/video_2956.mp4
A,A,TVBench/Action Count,video/QA,586,action_count/video_9673.mp4
B,B,TVBench/Action Count,video/QA,587,action_count/video_4278.mp4
A,D,TVBench/Action Count,video/QA,588,action_count/video_1324.mp4
A,C,TVBench/Action Count,video/QA,589,action_count/video_2320.mp4
A,D,TVBench/Action Count,video/QA,590,action_count/video_6050.mp4
B,D,TVBench/Action Count,video/QA,591,action_count/video_6613.mp4
B,D,TVBench/Action Count,video/QA,592,action_count/video_7483.mp4
A,B,TVBench/Action Count,video/QA,593,action_count/video_7337.mp4
A,B,TVBench/Action Count,video/QA,594,action_count/video_514.mp4
A,D,TVBench/Action Count,video/QA,595,action_count/video_2463.mp4
