a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
B,D,0082,nextqa_04284,videos/nextqa/4094248027.mp4,nextqa,"where did the girl in polka dots go to at the end of the video
A. run towards the camera
B. another room
C. man s lap
D. table
E. stage
Answer with the option's letter from the given choices directly.","['run towards the camera', 'another room', 'man s lap', 'table', 'stage']",D,1.4483697459303182,,,,,,
C,E,0083,nextqa_00386,videos/nextqa/7011018565.mp4,nextqa,"how does the man show his affection towards the black dog at the beginning
A. puts it on a leash
B. carry her up and down
C. rubs the dog
D. ignore it
E. pat its neck
Answer with the option's letter from the given choices directly.","['puts it on a leash', 'carry her up and down', 'rubs the dog', 'ignore it', 'pat its neck']",E,1.4466644450946746,,,,,,
A,E,0084,nextqa_04120,videos/nextqa/10173643695.mp4,nextqa,"what does the boy in red and black shorts do as the boy in blue shorts was hanging on the pole
A. walk in front of him
B. watch the kids
C. jumps withthem
D. droped on table
E. climb on table
Answer with the option's letter from the given choices directly.","['walk in front of him', 'watch the kids', 'jumps withthem', 'droped on table', 'climb on table']",E,1.4383369555081031,,,,,,
D,C,0085,nextqa_07343,videos/nextqa/3739319683.mp4,nextqa,"how many performers are there
A. thirteen
B. two
C. eleven
D. one
E. three
Answer with the option's letter from the given choices directly.","['thirteen', 'two', 'eleven', 'one', 'three']",C,1.4360774823560074,,,,,,
C,E,0086,nextqa_02118,videos/nextqa/5918453123.mp4,nextqa,"what were the boys in the video doing
A. eating food
B. crying
C. playing with toy
D. fishing
E. to move closer
Answer with the option's letter from the given choices directly.","['eating food', 'crying', 'playing with toy', 'fishing', 'to move closer']",E,1.4347874607699205,,,,,,
E,E,0087,nextqa_01896,videos/nextqa/2574374895.mp4,nextqa,"what did the baby do after he put back the toy into the cup
A. chew
B. raise eyebrows and watch the spoon
C. knocked it down
D. eat the food
E. pour it out
Answer with the option's letter from the given choices directly.","['chew', 'raise eyebrows and watch the spoon', 'knocked it down', 'eat the food', 'pour it out']",E,1.4271793852689783,,,,,,
A,A,0088,nextqa_08117,videos/nextqa/4260983848.mp4,nextqa,"what did the kid do after he nodded in the end of the video
A. point to camera
B. lean backwards
C. sit down
D. look back to keyboard
E. runs
Answer with the option's letter from the given choices directly.","['point to camera', 'lean backwards', 'sit down', 'look back to keyboard', 'runs']",A,1.4214513141263796,,,,,,
D,B,0089,nextqa_03641,videos/nextqa/6901974982.mp4,nextqa,"what was the lady doing at the start of the video
A. playing on the swings
B. pat her face
C. points towards herself
D. sitting
E. hanging clothes
Answer with the option's letter from the given choices directly.","['playing on the swings', 'pat her face', 'points towards herself', 'sitting', 'hanging clothes']",B,1.4116572592837626,,,,,,
B,C,0090,nextqa_01033,videos/nextqa/8759410624.mp4,nextqa,"why does the lady rotates the cake multiple times near the end
A. blow candle
B. birthday
C. put it aside
D. candles are not edible
E. prevent her from eating
Answer with the option's letter from the given choices directly.","['blow candle', 'birthday', 'put it aside', 'candles are not edible', 'prevent her from eating']",C,1.3866436791118688,,,,,,
E,C,0091,nextqa_02135,videos/nextqa/3521537861.mp4,nextqa,"what did the girl in blue do after she approached the boy
A. laugh
B. wash hands in mud
C. does hand gesture
D. look at the adults
E. pull the boy closer
Answer with the option's letter from the given choices directly.","['laugh', 'wash hands in mud', 'does hand gesture', 'look at the adults', 'pull the boy closer']",C,1.3518293358127296,,,,,,
A,C,0092,nextqa_01446,videos/nextqa/5171841751.mp4,nextqa,"what did the boy do after hugging the toy
A. take the toy
B. playing with sofa
C. playing
D. rock chair
E. looked at camera
Answer with the option's letter from the given choices directly.","['take the toy', 'playing with sofa', 'playing', 'rock chair', 'looked at camera']",C,1.339552804562731,,,,,,
B,A,0093,nextqa_06211,videos/nextqa/4226455621.mp4,nextqa,"how does the man react to the baby climbing on top of him
A. hold baby s hands
B. put baby on floor
C. roll to side
D. put blanket on baby
E. sit up and carry baby
Answer with the option's letter from the given choices directly.","['hold baby s hands', 'put baby on floor', 'roll to side', 'put blanket on baby', 'sit up and carry baby']",A,1.3394131021170699,,,,,,
B,B,0094,nextqa_06106,videos/nextqa/4890173699.mp4,nextqa,"how does the man show affection to the tiger
A. stroke his head
B. caress it
C. touch its houlder
D. hug it
E. kiss the tiger
Answer with the option's letter from the given choices directly.","['stroke his head', 'caress it', 'touch its houlder', 'hug it', 'kiss the tiger']",B,1.33038388911083,,,,,,
E,E,0095,nextqa_02989,videos/nextqa/4440840337.mp4,nextqa,"what color is the girl s skirt
A. green
B. black
C. rainbow
D. white
E. red
Answer with the option's letter from the given choices directly.","['green', 'black', 'rainbow', 'white', 'red']",E,1.321852694709151,,,,,,
C,C,0096,nextqa_06434,videos/nextqa/7375575700.mp4,nextqa,"what does the black dog do after sitting down
A. walk
B. happy
C. wag tail
D. comes to the camera
E. look at dog in pink clothes
Answer with the option's letter from the given choices directly.","['walk', 'happy', 'wag tail', 'comes to the camera', 'look at dog in pink clothes']",C,1.3207141016832753,,,,,,
D,D,0097,nextqa_05777,videos/nextqa/8857007026.mp4,nextqa,"why did not the man in black jump over to the platform after the man in red did
A. done performing
B. children was behind
C. platform too tall
D. afraid to fall into water
E. help man in red get down
Answer with the option's letter from the given choices directly.","['done performing', 'children was behind', 'platform too tall', 'afraid to fall into water', 'help man in red get down']",D,1.3120515596961186,,,,,,
C,E,0098,nextqa_06794,videos/nextqa/3889087646.mp4,nextqa,"why did the man bend forward to the cake the first time
A. check for insects
B. cutting the cake
C. light candles
D. pick up his pen
E. blow the candles
Answer with the option's letter from the given choices directly.","['check for insects', 'cutting the cake', 'light candles', 'pick up his pen', 'blow the candles']",E,1.3067075520569376,,,,,,
C,C,0099,nextqa_07501,videos/nextqa/2414043078.mp4,nextqa,"how many climbers are there
A. four
B. seven
C. three
D. two
E. six
Answer with the option's letter from the given choices directly.","['four', 'seven', 'three', 'two', 'six']",C,1.3037398494964696,,,,,,
D,A,0100,nextqa_06520,videos/nextqa/5297426137.mp4,nextqa,"what was the girl in grey holding at the end of the video
A. cup
B. luggage
C. cloth
D. wrist band
E. pink hat
Answer with the option's letter from the given choices directly.","['cup', 'luggage', 'cloth', 'wrist band', 'pink hat']",A,1.3026946801129191,,,,,,
E,D,0101,nextqa_05722,videos/nextqa/13179487404.mp4,nextqa,"what did the boy do after he stopped the bike
A. puts it on the table
B. walk onto sand
C. adjust helmet
D. look at girl
E. continue cycling
Answer with the option's letter from the given choices directly.","['puts it on the table', 'walk onto sand', 'adjust helmet', 'look at girl', 'continue cycling']",D,1.2742682603162727,,,,,,
A,B,0102,nextqa_05739,videos/nextqa/3305288577.mp4,nextqa,"how did the man bring the girl closer to him at the beginning of the video
A. pull her arms
B. carry girl
C. drag her on the floor
D. pull her chair
E. pull her pram
Answer with the option's letter from the given choices directly.","['pull her arms', 'carry girl', 'drag her on the floor', 'pull her chair', 'pull her pram']",B,1.272810899471517,,,,,,
D,A,0103,nextqa_03323,videos/nextqa/10400848434.mp4,nextqa,"what does the red jacket boy do after approaching the girl
A. touch sholder
B. touch the food
C. pass toy to baby
D. raise his head
E. walk off stage
Answer with the option's letter from the given choices directly.","['touch sholder', 'touch the food', 'pass toy to baby', 'raise his head', 'walk off stage']",A,1.265803674516056,,,,,,
D,A,0104,nextqa_07044,videos/nextqa/2482233944.mp4,nextqa,"why did the both man in black in the kicthen stop talking
A. get calling
B. reading from script
C. thinking
D. start the skit
E. listening
Answer with the option's letter from the given choices directly.","['get calling', 'reading from script', 'thinking', 'start the skit', 'listening']",A,1.252381216802184,,,,,,
D,E,0105,nextqa_06221,videos/nextqa/3093095651.mp4,nextqa,"why is the man wearing black shirt swinging his arm at the start of the video
A. holding the microphone
B. practice boxing
C. to get the microphone
D. hand gesture
E. dancing
Answer with the option's letter from the given choices directly.","['holding the microphone', 'practice boxing', 'to get the microphone', 'hand gesture', 'dancing']",E,1.2473504204378711,,,,,,
C,C,0106,nextqa_05042,videos/nextqa/4892549531.mp4,nextqa,"what does the woman do while moving off the stage at the end
A. touch her hair
B. walk around girl in pink
C. carry a chair
D. touch the dog
E. fall backwards
Answer with the option's letter from the given choices directly.","['touch her hair', 'walk around girl in pink', 'carry a chair', 'touch the dog', 'fall backwards']",C,1.2392562108032832,,,,,,
D,A,0107,nextqa_04354,videos/nextqa/6813372954.mp4,nextqa,"what did the man in white hang on his shirt
A. spectacles
B. gun
C. necklace
D. towel
E. sling bag
Answer with the option's letter from the given choices directly.","['spectacles', 'gun', 'necklace', 'towel', 'sling bag']",A,1.237510444289762,,,,,,
C,C,0108,nextqa_00605,videos/nextqa/3186134497.mp4,nextqa,"what does the man in jacket do as he turns back at the start of the video
A. smile
B. touch chin while talking
C. point to store
D. sitting
E. wave
Answer with the option's letter from the given choices directly.","['smile', 'touch chin while talking', 'point to store', 'sitting', 'wave']",C,1.232602392627225,,,,,,
A,C,0109,nextqa_02766,videos/nextqa/3064389881.mp4,nextqa,"how did the man interact with the baby near the end of the video
A. sit beside him
B. moving around him
C. grab baby s body
D. hugged in his arms
E. walk with him
Answer with the option's letter from the given choices directly.","['sit beside him', 'moving around him', 'grab baby s body', 'hugged in his arms', 'walk with him']",C,1.2294850466324736,,,,,,
E,A,0110,nextqa_04219,videos/nextqa/6257273545.mp4,nextqa,"why was the man lying backwards at the end
A. laughing
B. someone pushed him
C. stretching
D. fell down
E. wanted to sleep
Answer with the option's letter from the given choices directly.","['laughing', 'someone pushed him', 'stretching', 'fell down', 'wanted to sleep']",A,1.2293263330545978,,,,,,
B,A,0111,nextqa_06803,videos/nextqa/5547902371.mp4,nextqa,"why did the boy in blue stop at the end of the video
A. boy in white stopped
B. wait for the man
C. adjust something
D. ice cream dropped
E. he lost his balance
Answer with the option's letter from the given choices directly.","['boy in white stopped', 'wait for the man', 'adjust something', 'ice cream dropped', 'he lost his balance']",A,1.2268553034063907,,,,,,
C,B,0112,nextqa_01492,videos/nextqa/4242382178.mp4,nextqa,"what does the driver do after letting go of the steering wheel at the beginning
A. look at yellow car
B. dance
C. pick up inflator
D. points to the flower
E. speed up
Answer with the option's letter from the given choices directly.","['look at yellow car', 'dance', 'pick up inflator', 'points to the flower', 'speed up']",B,1.2091052251596337,,,,,,
A,D,0113,nextqa_07127,videos/nextqa/7251069966.mp4,nextqa,"what did the dog do after the person picked the ball up at the middle of the video
A. catches it back
B. move away
C. follows the man
D. spin in circles
E. moved its paws in the air
Answer with the option's letter from the given choices directly.","['catches it back', 'move away', 'follows the man', 'spin in circles', 'moved its paws in the air']",D,1.2067501227984665,,,,,,
